h_team,a_team,time,h_score,a_score,cancelled,h_shots,h_shots_on_target,h_possession,h_tackles,h_fouls,h_corners,h_shot_acc,h_pass_acc,a_shots,a_shots_on_target,a_possession,a_tackles,a_fouls,a_corners,a_shot_acc,a_pass_acc,filename,h_penalty_score,a_penalty_score
Go ahead eagles,Tjappies FC,90:00,0,2,False,3,2,53,13,0,2,66,90,6,4,47,10,0,2,66,90,WL277.jpg,,
pisico fc,Tjappies FC,83.42,-1,-1,True,7,4,51,6,0,2,57,92,3,1,49,2,2,0,33,93,WL263.jpg,,
alexandra FC,FCT x BVB,69.47,6,2,False,5,3,56,4,1,2,60,85,9,8,44,10,2,1,88,87,22-10-2020_13-54-45-wdggshid.png,,
Red Bull Honda,Tjappies FC,90:00,2,7,False,8,4,48,16,1,1,50,82,10,10,52,10,2,2,100,90,WL331(1).jpg,,
LUPOL,Tjappies FC,90:00,2,6,False,5,2,47,16,2,0,40,80,16,13,53,9,1,3,81,89,FIFA 21 FUT Champions (In Menus)_3.jpg,,
JOk3RiNHO Fc,FCT x BVB,23.43,-1,-1,True,1,0,46,1,1,0,0,84,5,5,54,3,0,0,100,94,29-10-2020_15-27-32-rktuqy5u.png,,
Tjappies FC,Rapid Micatant,90:00,6,2,False,10,7,54,16,3,2,70,87,2,2,46,10,3,0,100,87,WL129.jpg,,
FC KILDAHL,Tjappies FC,20:08,-1,-1,True,0,0,44,4,0,0,0,82,4,4,56,2,0,0,100,90,WL101.jpg,,
Tjappies FC,Goenner,37.29,-1,514,False,3,3,58,1,1,1,100,90,1,0,42,5,1,0,0,89,WL115.jpg,,
Flecha,Tjappies FC,90:00,2,3,False,3,2,46,8,0,0,66,90,7,7,54,8,0,3,100,91,WL28.jpg,,
psicodelicias,Tjappies FC,65.54,-1,2,False,5,3,54,1,1,2,60,94,8,7,46,9,2,2,87,91,WL14.jpg,,
FC DE LUCA,Tjappies FC,90:00,1,3,False,2,0,44,19,0,0,0,88,7,6,56,21,1,2,85,92,WL303.jpg,,
intermevan,Tjappies FC,22.53,-1,-1,True,0,0,45,1,0,0,0,86,3,3,55,5,0,0,100,92,WL317.jpg,,
Tjappies FC,dexius,90:00,4,3,False,8,7,54,14,1,4,87,89,5,4,46,16,2,1,80,84,WL316.jpg,,
Tjappies FC,Salos shooters,90:00,3,1,False,12,7,50,8,0,1,58,93,4,2,50,10,0,1,50,89,WL302.jpg,,
PSYCHOFANS,Tjappies FC,120:00,-1,2,False,5,3,44,16,2,1,60,83,9,6,56,8,3,6,66,87,FIFA 21 FUT Champions (In Menus)_21.jpg,0.0,0.0
Fc Nico,Tjappies FC,90:00,4,5,False,7,7,57,4,1,2,100,95,7,7,43,9,0,1,100,89,FIFA 21 FUT Champions (In Menus)_35.jpg,,
Tjappies FC,OranjeKNVB,23.47,-1,-1,True,3,3,60,0,0,1,100,89,0,0,40,3,1,0,0,75,WL15.jpg,,
Tjappies FC,AJL12,18.04,-1,-1,True,3,2,65,0,0,0,66,92,0,0,35,2,0,1,0,66,WL29.jpg,,
Tjappies FC,13 Champions,120:00,-1,4,False,10,7,48,12,2,1,70,87,11,9,52,8,1,2,81,86,WL114.jpg,0.0,0.0
Darby FC,Tjappies FC,90:00,1,6,False,3,1,41,12,2,0,33,77,11,9,59,11,0,1,81,90,WL100.jpg,,
Babbonspor,Tjappies FC,90:00,0,7,False,6,3,43,16,0,1,50,88,11,11,57,11,2,2,100,89,WL128.jpg,,
Troll FC,FCT x BVB,18:11,-1,-1,True,0,0,47,3,0,1,0,79,4,3,53,3,0,0,75,96,22-10-2020_13-54-48-qkzjnoql.png,,
Zeus Xl,FCT x BVB,120:00,3,77,False,13,6,44,17,4,4,46,84,12,11,56,14,3,1,91,85,29-10-2020_15-27-35-0fud1ijj.png,,
murica,Tjappies FC,7.50,-1,-1,True,0,0,39,0,0,0,0,100,3,2,61,2,0,0,66,100,WL262.jpg,,
Ultimate Xl,Tjappies FC,66.32,-1,-1,True,6,4,44,8,0,0,66,88,5,5,56,8,0,0,100,93,WL276.jpg,,
Tjappies FC,40OO LIEGE,77.39,-1,-1,True,4,4,50,1,0,0,100,90,2,2,50,15,2,1,100,86,WL289.jpg,,
GUIAR FC,Tjappies FC,90:00,1,3,False,5,4,46,21,1,1,80,81,7,5,54,10,1,1,71,91,WL248.jpg,,
Tjappies FC,AYEYE BRAZORF,41.08,-1,7,False,4,2,51,5,0,0,50,92,1,1,49,3,0,1,100,94,WL260.jpg,,
Unravel FC,FCT x BVB,13.50,-1,-1,True,0,0,60,1,0,0,0,92,5,4,40,4,0,0,80,90,22-10-2020_13-54-38-zzs0i4l0.png,,
FC,Tjappies FC,36:28,1,-1,False,1,0,49,2,0,1,0,88,5,5,51,5,0,0,100,90,WL274.jpg,,
FCT x BVB,TheFiendCF,90:00,3,1,False,11,6,48,14,0,1,54,85,7,6,52,10,1,4,85,90,29-10-2020_15-27-28-l1msmx3f.png,,
FC BOSSMODUS 45,Tjappies FC,120:00,1,0,False,3,3,46,15,0,4,100,88,4,1,54,11,1,0,25,89,WL116.jpg,,
LFC96,Tjappies FC,27.13,-1,-1,True,0,0,39,5,0,0,0,79,2,2,61,8,0,0,100,82,WL102.jpg,,
Sir Mice Alot,Tjappies FC,120:00,1,2,False,2,1,43,14,0,0,50,92,10,8,57,13,3,5,80,90,WL17.jpg,,
GaGio,Tjappies FC,81.39,-1,-1,True,7,6,50,13,1,1,85,88,7,7,50,14,1,1,100,82,FIFA 21 FUT Champions (In Menus)_23.jpg,,
Tjappies FC,NeverGiveUp,90:00,3,2,False,10,8,50,7,0,2,80,91,3,2,50,10,1,0,66,86,WL-58.jpg,,
Real Jalil,Tjappies FC,90:00,1,3,False,4,3,50,12,1,2,75,90,7,6,50,7,1,3,85,91,WL328.jpg,,
Fc stookie,Tjappies FC,90:00,2,4,False,9,6,41,20,1,6,66,81,9,8,59,9,2,1,88,90,FIFA 21 FUT Champions (In Menus)_37.jpg,,
RCCV1923,Tjappies FC,120:00,1,2,False,8,4,52,13,0,5,50,88,8,5,48,11,0,0,62,87,WL314.jpg,,
Tjappies FC,Taylor Swift,90:00,4,0,False,10,6,54,13,0,2,60,94,0,0,46,14,1,0,0,79,WL300.jpg,,
As Monaco Fc,Tjappies FC,90:00,0,4,False,0,0,45,23,4,0,0,81,8,8,55,19,0,1,100,91,WL301.jpg,,
ROWANS LEGENDS,Tjappies FC,90:00,0,6,False,4,4,47,16,5,1,100,80,14,11,53,8,1,4,78,87,WL315.jpg,,
The New Empire,FCT x BVB,90:00,4,6,False,7,5,57,8,1,0,71,85,9,8,43,10,1,1,88,87,22-10-2020_13-54-46-mvs054dk.png,,
Blacksands FC,Tjappies FC,10:19,-1,-1,True,0,0,37,1,0,0,0,92,2,1,63,2,0,0,50,85,WL329.jpg,,
Tjappies FC,PeyroteoFC,90:00,6,1,False,8,6,45,9,2,0,75,87,10,4,55,6,0,2,40,90,WL16.jpg,,
KFZRana999,Tjappies FC,90:00,1,2,False,1,1,52,6,0,0,100,92,5,4,48,11,3,0,80,88,WL103.jpg,,
Tjappies FC,Kongen,76.24,-1,-1,True,7,6,60,1,1,2,85,96,2,1,40,11,0,2,50,81,WL117.jpg,,
Send Umtities,Tjappies FC,90:00,4,7,False,11,9,48,10,5,2,81,91,12,11,52,14,0,1,91,91,FIFA 21 FUT Champions (In Menus)_1.jpg,,
FCT x BVB,carteldeloslele,90:00,5,1,False,15,12,48,15,1,1,80,86,0,0,52,10,2,0,0,82,22-10-2020_13-54-48-guahog33.png,,
TOMA FC,Tjappies FC,41:15,-1,-1,True,5,2,46,6,0,0,40,92,4,3,54,5,0,0,75,90,WL275.jpg,,
Tjappies FC,Whole Lotta Red,79.24,-1,-1,True,9,7,48,8,0,3,77,90,2,0,52,8,1,0,0,91,WL261.jpg,,
Madeline Milan,Tjappies FC,90:00,2,6,False,3,3,44,18,0,2,100,84,12,10,56,11,0,3,83,90,WL249.jpg,,
SHEFF UTD,FCT x BVB,9.48,-1,-1,True,1,1,55,0,0,1,100,80,3,3,45,1,0,0,100,94,22-10-2020_13-54-52-yse0rh1m.png,,
Team Yeezy,Tjappies FC,90:00,4,9,False,6,5,44,12,0,0,83,89,3,2,56,7,0,1,66,91,Q47.jpg,,
Tjappies FC,Breisgau FC,52.43,-1,-1,True,2,2,55,3,0,0,100,90,2,2,45,8,0,2,100,89,WL206.jpg,,
team mitch,Tjappies FC,35.26,1111,51,False,2,1,44,1,0,1,50,83,7,6,56,4,0,1,85,86,WL212.jpg,,
Moura that,FCT x BVB,25:12,-1,-1,True,1,0,54,1,0,1,0,90,5,4,46,4,0,0,80,96,10-11-2020_16-35-51-obpxlvmn.png,,
Tjappies FC,CHEFKE,42.03,-1,-1,True,7,5,55,1,0,1,71,92,4,3,45,5,0,0,75,93,WL170.jpg,,
STIENOSa,Tjappies FC,20:07,-1,-1,True,0,0,43,0,0,0,0,86,7,5,57,1,0,2,71,94,WL164.jpg,,
Tjappies FC,Gromber,19.43,1,-1,False,7,5,62,3,0,1,71,93,0,0,38,2,1,0,0,84,WL158.jpg,,
Allez,Tjappies FC,41.29,-1,54,False,0,0,44,3,0,1,0,78,8,6,56,9,0,2,75,77,WL71.jpg,,
Tjappies FC,ERSGUTERJUNGE,90:00,2,3,False,6,5,56,9,0,1,83,91,4,4,44,10,0,0,100,87,WL65.jpg,,
HUTS FC,Tjappies FC,52.08,-1,-1,True,3,3,49,2,1,0,100,84,5,5,51,3,0,0,100,88,WL59.jpg,,
cHoPtHuNdEr,Tjappies FC,120:00,2,4,False,4,3,44,9,1,1,75,92,9,5,56,9,0,2,55,95,WL-16.jpg,,
COOLRNNINGS,Tjappies FC,120:00,-1,75,False,12,9,43,23,3,5,75,85,12,9,57,10,2,3,75,91,FIFA 21 FUT Champions (In Menus)_79.jpg,0.0,0.0
Seven FC,Tjappies FC,59:51,-1,35,False,0,0,43,7,0,1,0,85,6,6,57,7,1,0,100,97,FIFA 21 FUT Champions (In Menus)_45.jpg,,
L4BestiaNegra,Tjappies FC,90:00,5,0,False,9,8,48,17,0,1,88,94,2,2,52,7,1,2,100,90,FIFA 21 FUT Champions (In Menus)_51.jpg,,
Komt u maar,Tjappies FC,90:00,0,2,False,7,4,44,17,1,2,57,81,3,2,56,12,0,1,66,84,WL-17.jpg,,
Asturies FC,Tjappies FC,22.44,-1,-1,True,0,0,38,2,0,0,0,87,5,4,62,4,0,0,80,97,WL58.jpg,,
ASD Bastoni,Tjappies FC,90:00,4,2,False,8,6,53,6,0,0,75,87,8,8,47,6,1,3,100,89,FIFA 21 FUT Champions (In Menus)_93.jpg,,
Tjappies FC,Rhodos Grill,90:00,7,3,False,11,8,67,14,2,3,72,89,4,4,33,10,2,0,100,78,FIFA 21 FUT Champions (In Menus)_87.jpg,,
Bologna AC,Tjappies FC,90:00,1,2,False,7,5,52,16,0,3,71,88,3,2,48,10,1,0,66,91,WL335(1).jpg,,
La Fresneda CF,Tjappies FC,90:00,2,0,False,6,3,54,11,0,2,50,89,1,0,46,11,0,1,0,86,WL64.jpg,,
ESTASQUEMEGANA,Tjappies FC,34.56,-1,-1,True,0,0,46,5,0,0,0,92,4,4,54,5,0,0,100,91,WL70.jpg,,
Bruges,Tjappies FC,3.39,-1,-1,True,0,0,38,0,0,0,0,100,1,1,62,1,0,0,100,100,WL159.jpg,,
FCT x BVB,Lads on Toure,90:00,2,1,False,4,4,49,11,0,1,100,85,7,6,51,8,0,4,85,86,29-10-2020_15-27-25-xe53qw11.png,,
Srbski Orov,Tjappies FC,14.38,-1,-1,True,0,0,41,2,0,0,0,78,2,2,59,2,0,0,100,88,WL165.jpg,,
DerRoteMilan,Tjappies FC,120:00,4,77,False,10,9,39,13,2,2,90,91,15,12,61,10,3,2,80,94,FIFA 21 FUT Champions (In Menus)_111.jpg,,
Tjappies FC,KrTeAm,90:00,2,1,False,8,7,49,13,1,2,87,91,2,2,51,12,0,1,100,88,WL171.jpg,,
1 Fc Holzhacker,Tjappies FC,90:00,4,1,False,9,7,48,13,2,0,77,87,5,4,52,5,1,4,80,88,FIFA 21 FUT Champions (In Menus)_105.jpg,,
Bayer Leverdure,FCT x BVB,67:14,-1,-1,True,3,3,42,8,2,0,100,88,6,5,58,8,0,0,83,94,29-10-2020_15-27-29-5tcmzkm1.png,,
France Champion,FCT x BVB,72.48,-1,-1,True,2,1,60,2,0,0,50,93,7,7,40,9,0,2,100,86,29-10-2020_15-27-32-jsdmow4t.png,,
ajaxtreesdown,FCT x BVB,60.06,-1,-1,True,2,2,36,7,0,0,100,64,20,17,64,18,0,2,85,89,22-10-2020_13-54-55-xv35oi0u.png,,
StrokeMaKoch,FCT x BVB,90:00,3,4,False,8,6,55,4,0,2,75,88,7,7,45,13,2,0,100,82,22-10-2020_13-54-40-ahsuy2b3.png,,
WakerEintrinken,Tjappies FC,21:17,-1,-1,True,0,0,37,3,0,0,0,87,3,3,63,2,1,0,100,100,WL213.jpg,,
JAy10,Tjappies FC,49.48,-1,-1,True,2,2,48,8,0,0,100,83,8,4,52,8,0,0,50,86,WL207.jpg,,
Tjappies FC,Team Yeezy,90:00,3,3,False,4,3,49,1,1,1,75,91,8,6,51,8,0,2,75,92,Q46.jpg,,
Postnight,Tjappies FC,90:00,1,2,False,3,1,54,8,0,0,33,96,4,4,46,7,1,2,100,95,Q44.jpg,,
GARVAO FC,Tjappies FC,90:00,2,0,False,3,2,66,9,2,1,66,95,5,3,34,13,1,3,60,89,Q50.jpg,,
AlbertFC,Tjappies FC,90:00,1,5,False,4,4,46,15,0,0,100,87,6,5,54,17,1,1,83,88,WL211.jpg,,
Tjappies FC,Catamarca FC,90:00,5,3,False,6,6,44,10,0,1,100,92,5,4,56,8,1,0,80,94,WL205.jpg,,
Tjappies FC,VALDEE,49.49,-1,-1,True,9,7,52,12,1,3,77,84,1,0,48,5,1,0,0,80,WL239.jpg,,
Psemy FUT,Tjappies FC,90:00,0,3,False,1,0,45,13,2,0,0,87,7,6,55,20,0,2,85,84,WL198.jpg,,
Milan Ciuska,FCT x BVB,8.40,-1,-1,True,0,0,36,0,1,0,0,92,3,3,64,0,0,0,100,92,10-11-2020_16-35-37-pkztc23y.png,,
lil yung,FCT x BVB,29.42,-1,-1,True,0,0,47,1,0,0,0,85,3,2,53,2,0,0,66,87,29-10-2020_15-27-30-ohj2fddr.png,,
rode reetveters,Tjappies FC,90:00,5,1,False,7,7,63,14,0,1,100,89,2,2,37,8,1,1,100,91,FIFA 21 FUT Champions (In Menus)_113.jpg,,
El Patron,Tjappies FC,57.53,9,-1,False,2,1,44,11,0,1,50,84,4,4,56,9,0,2,100,88,WL167.jpg,,
NM YNWA,Tjappies FC,120:00,-1,-1,True,13,11,49,12,1,3,84,86,6,4,51,13,0,0,66,91,FIFA 21 FUT Champions (In Menus)_107.jpg,0.0,0.0
Brothers InForm,Tjappies FC,90:00,0,8,False,2,1,51,13,2,1,50,88,9,8,49,20,1,0,88,84,WL173.jpg,,
Club De Rutger,Tjappies FC,120:00,-1,2,False,6,5,55,1,0,3,83,92,5,4,45,11,2,0,80,88,WL66.jpg,0.0,0.0
Tjappies FC,SG Dynamo 1953,120:00,5,2,False,11,8,60,12,3,1,72,92,4,4,40,7,0,4,100,86,WL-29.jpg,,
FutLegend,Tjappies FC,90:00,0,8,False,4,4,43,11,2,2,100,82,14,12,57,11,0,1,85,88,WL72.jpg,,
Tjappies FC,Bestia,90:00,3,2,False,6,5,48,8,1,2,83,89,4,4,52,5,0,0,100,87,FIFA 21 FUT Champions (In Menus)_91.jpg,,
PAY TO SKILL,Tjappies FC,90:00,0,1,False,4,3,43,9,1,1,75,88,5,3,57,5,3,1,60,93,WL-15.jpg,,
AntiSocialClub,Tjappies FC,120:00,-1,75,False,9,9,51,11,2,1,100,88,7,7,49,12,1,0,100,90,FIFA 21 FUT Champions (In Menus)_85.jpg,0.0,0.0
mh milan,Tjappies FC,59.02,-1,-1,True,1,0,44,11,0,0,0,83,10,9,56,10,0,1,90,90,WL99.jpg,,
Jahuuu FC,Tjappies FC,90:00,2,4,False,5,5,48,16,2,1,100,88,7,6,52,9,1,2,85,91,FIFA 21 FUT Champions (In Menus)_47.jpg,,
HEELSPASSION,Tjappies FC,90:00,6,1,False,10,10,49,11,0,1,100,92,6,5,51,7,3,1,83,93,FIFA 21 FUT Champions (In Menus)_53.jpg,,
Aston Birr4,Tjappies FC,45.00,-1,73,False,1,1,55,6,0,0,100,92,4,3,45,9,2,0,75,86,WL98.jpg,,
kfiros FC,FCT x BVB,90:00,2,3,False,8,5,40,13,1,0,62,84,11,6,60,9,2,1,54,88,10-11-2020_16-35-44-r0jrk1v2.png,,
XXXPAC,Tjappies FC,90:00,1,4,False,6,4,46,10,0,0,66,89,7,6,54,14,0,1,85,90,WL-14.jpg,,
Flowpeur FC,Tjappies FC,53.59,-1,-1,True,3,1,49,9,1,2,33,84,6,5,51,12,0,0,83,81,WL73.jpg,,
TchokountinhoFC,Tjappies FC,90:00,2,3,False,2,2,44,11,1,0,100,88,8,6,56,11,0,1,75,91,WL-28.jpg,,
SkillerzFC,Tjappies FC,90:00,0,1,False,5,4,41,13,1,3,80,80,5,3,59,11,0,2,60,85,WL67.jpg,,
6 times,FCT x BVB,48.56,-1,-1,True,2,2,42,7,1,0,100,91,7,6,58,9,0,1,85,90,10-11-2020_16-35-49-u4ezjv15.png,,
eltigree,Tjappies FC,90:00,0,2,False,2,0,45,17,1,0,0,85,12,11,55,13,0,6,91,88,WL172.jpg,,
M3ndo7A JuNloR5,FCT x BVB,90:00,2,3,False,4,4,53,7,1,3,100,86,4,3,47,6,0,0,75,94,10-11-2020_16-35-44-34fabxke.png,,
Harv FC,Tjappies FC,90:00,2,3,False,8,8,46,13,2,2,100,86,6,5,54,15,0,0,83,89,WL199.jpg,,
Lads on Toure,Tjappies FC,90:00,0,4,False,3,1,46,15,2,1,33,83,6,6,54,17,1,0,100,87,WL166.jpg,,
Tjappies FC,The best Neymar,(5-4),-1,3,False,3,2,50,11,1,1,66,92,7,5,50,7,2,1,71,94,WL238.jpg,,
FC Sandero Boys,Tjappies FC,90:00,0,2,False,5,5,42,6,0,5,100,90,5,5,58,11,1,2,100,88,WL204.jpg,,
Tjappies FC,ALLEZLOM,90:00,3,5,False,10,6,49,5,0,3,60,90,8,7,51,7,0,1,87,90,WL210.jpg,,
JakesClub,FCT x BVB,120:00,-1,-1,True,6,5,52,15,3,0,83,88,12,10,48,14,2,0,83,93,22-10-2020_13-54-53-mmmevo5r.png,,
Tjappies FC,GARVAO FC,90:00,2,1,False,3,2,35,4,2,0,66,86,3,2,65,9,1,2,66,91,Q51.jpg,,
Tjappies FC,Postnight,85.04,-1,-1,True,5,4,49,1,0,1,80,92,1,1,51,9,0,0,100,95,Q45.jpg,,
FCT x BVB,Bopwood,90:00,4,2,False,10,8,42,4,1,2,80,86,7,6,58,11,0,2,85,88,22-10-2020_13-54-44-mlx2051z.png,,
Perrovic FC,Tjappies FC,68.44,-1,-1,True,1,1,41,12,0,0,100,87,7,6,59,15,0,3,85,89,WL228.jpg,,
Shabunited,Tjappies FC,45.00,-1,-1,True,2,2,45,4,0,0,100,85,6,6,55,5,0,0,100,84,WL214.jpg,,
Tjappies FC,GS KIRIBOYS,120:00,-1,3,False,6,6,53,12,2,1,100,89,7,7,47,11,1,1,100,89,WL200.jpg,0.0,0.0
Tjappies FC,Bilbao eSports,90:00,6,1,False,11,7,59,1,0,4,63,93,2,1,41,8,5,0,50,86,WL-9.jpg,,
ANtlpatlk,Tjappies FC,14.26,-1,-1,True,1,1,61,1,0,2,100,87,4,4,39,1,0,1,100,100,WL189.jpg,,
Bolzplatzkind,Tjappies FC,90:00,3,1,False,6,6,46,12,1,1,100,86,3,2,54,8,0,1,66,88,WL162.jpg,,
Canaglioni95,FCT x BVB,90:00,2,4,False,11,7,58,14,0,1,63,87,6,6,42,6,1,3,100,81,22-10-2020_13-54-40-znhdgmhs.png,,
baasFc,Tjappies FC,90:00,3,2,False,9,9,50,13,2,1,100,88,3,3,50,7,1,1,100,88,WL176.jpg,,
Tjappies FC,KNOPHOOFD,57.41,-1,-1,True,8,7,55,10,0,3,87,95,1,0,45,9,1,0,0,87,WL-10.jpg,,
Tjappies FC,HSV1887,90:00,6,2,False,11,9,54,10,0,4,81,91,3,2,46,13,2,0,66,82,WL63.jpg,,
Tjappies FC,FC Rambo,90:00,4,1,False,6,4,47,17,0,0,66,86,4,3,53,11,1,0,75,92,WL77.jpg,,
OpaJasonGunnsen,Tjappies FC,90:00,3,1,False,3,3,47,21,2,0,100,81,7,5,53,14,1,3,71,90,WL-38.jpg,,
Kvarnis FC,Tjappies FC,53.59,-1,-1,True,2,1,40,6,0,1,50,84,5,4,60,6,0,0,80,91,FIFA 21 FUT Champions (In Menus)_57.jpg,,
FC Rupplyn,Tjappies FC,90:00,5,2,False,14,10,55,11,1,2,71,94,5,5,45,12,1,0,100,88,FIFA 21 FUT Champions (In Menus)_43.jpg,,
Tjappies FC,Sant Dormunt,45.00,-1,-1,True,7,6,55,1,0,2,85,98,3,2,45,9,0,0,66,91,WL348.jpg,,
IM BAD FC,Tjappies FC,18.49,-1,-1,True,1,0,52,0,0,0,0,97,2,2,48,1,0,0,100,96,WL88.jpg,,
Special,Tjappies FC,62.38,-1,-1,True,3,2,45,6,2,1,66,82,7,5,55,9,0,1,71,92,WL349.jpg,,
Tiki Taka,Tjappies FC,90:00,4,0,False,10,8,55,9,0,2,80,97,0,0,45,14,0,0,0,88,WL89.jpg,,
TEAM VARGAS,Tjappies FC,90:00,0,4,False,0,0,59,8,1,0,0,91,12,10,41,15,1,5,83,85,WL-39.jpg,,
Tjappies FC,FC BARRIXxl6,21.36,-1,-1,True,3,3,56,4,0,0,100,91,0,0,44,5,0,0,0,86,WL76.jpg,,
Catalunya,Tjappies FC,36:36,-1,-1,True,1,1,45,3,2,0,100,88,5,4,55,4,0,1,80,88,WL62.jpg,,
DUX 1900,Tjappies FC,53:39,-1,-1,True,3,3,34,2,0,1,100,82,6,6,66,6,1,1,100,87,FIFA 21 FUT Champions (In Menus)_81.jpg,,
POPOYE FC,Tjappies FC,90:00,0,3,False,0,0,53,10,0,0,0,88,9,6,47,5,0,1,66,95,WL-11.jpg,,
Division long,Tjappies FC,41.24,-1,-1,True,3,1,45,1,0,1,33,85,10,7,55,0,0,3,70,97,FIFA 21 FUT Champions (In Menus)_95.jpg,,
Tjappies FC,TakeThel ,45.00,-1,-1,True,5,3,64,5,0,0,60,95,1,1,36,9,0,1,100,79,WL177.jpg,,
Tjappies FC,TETRASTEROL,120:00,3,72,False,10,8,38,10,1,0,80,87,11,8,62,13,1,4,72,90,FIFA 21 FUT Champions (In Menus)_103.jpg,,
DIDKO NICHEV,Tjappies FC,26.49,-1,-1,True,0,0,39,2,0,0,0,82,3,3,61,4,0,0,100,89,WL163.jpg,,
Bah Ouai LOGIK,Tjappies FC,37.02,-1,-1,True,3,2,59,1,0,0,66,90,8,6,41,2,0,1,75,97,WL-8.jpg,,
Woudestein,Tjappies FC,49.48,-1,-1,True,1,1,43,13,0,0,100,75,4,4,57,7,0,0,100,89,WL188.jpg,,
FCT x BVB,Boyz Brigade,90:00,8,3,False,12,12,54,12,0,2,100,88,8,6,46,5,1,3,75,87,29-10-2020_15-27-25-jf4ekw0k.png,,
CSKA LA ROPA,Tjappies FC,65.59,-1,-1,True,1,1,48,3,0,1,100,89,5,5,52,8,0,1,100,89,WL201.jpg,,
Bordeaux US,Tjappies FC,12.54,-1,-1,True,1,0,43,4,0,0,0,77,2,1,57,0,1,0,50,100,WL215.jpg,,
IBRAKADABRA,Tjappies FC,90:00,1,4,False,2,2,50,10,1,1,100,88,9,7,50,11,1,3,77,90,WL229.jpg,,
Tjappies FC,NOTORIOUS LUQl,90:00,1,0,False,7,5,62,12,0,2,71,90,6,3,38,8,1,2,50,86,Q42.jpg,,
Tjappies FC,TheDol,45.00,-1,-1,True,4,3,54,6,0,1,75,92,1,0,46,7,0,0,0,89,WL203.jpg,,
karabancheL,Tjappies FC,6.36,-1,-1,True,0,0,38,0,1,0,0,90,1,1,62,2,0,0,100,92,WL217.jpg,,
Hello You Kante,FCT x BVB,6.29,-1,-1,True,0,0,29,0,0,0,0,75,3,3,71,1,0,0,100,100,29-10-2020_15-27-33-cmbqyopm.png,,
SG MU,Tjappies FC,90:00,3,4,False,4,4,47,10,0,0,100,89,5,5,53,11,1,0,100,87,WL149.jpg,,
INLA FC,Tjappies FC,120:00,-1,2,False,4,3,51,13,2,0,75,89,9,8,49,6,0,1,88,93,FIFA 21 FUT Champions (In Menus)_101.jpg,0.0,0.0
Real Coholicos,Tjappies FC,81.55,-1,-1,True,5,2,47,13,3,2,40,84,7,5,53,7,1,0,71,90,WL175.jpg,,
AyoubFC,Tjappies FC,120:00,0,1,False,2,2,50,17,1,1,100,89,4,3,50,18,2,2,75,92,WL161.jpg,,
Tjappies FC,Borussia Donuts,85:11,55,-1,False,10,9,54,8,0,0,90,90,7,3,46,11,1,1,42,90,FIFA 21 FUT Champions (In Menus)_83.jpg,,
Tjappies FC,Arezzo FC,25.36,-1,-1,True,5,5,62,2,0,1,100,97,2,0,38,2,0,0,0,92,FIFA 21 FUT Champions (In Menus)_97.jpg,,
OleGunnerGetYa,Tjappies FC,90:00,2,3,False,6,6,44,9,1,2,100,86,8,7,56,7,1,1,87,89,WL-13.jpg,,
Tjappies FC,Mowgliii,80:16,-1,-1,True,9,7,48,13,1,1,77,84,2,0,52,4,0,0,0,91,WL74.jpg,,
Romano FC,Tjappies FC,13.53,-1,-1,True,0,0,43,2,0,0,0,81,2,2,57,3,0,0,100,92,WL60.jpg,,
Tjappies FC,NRD RAYKKU,37.38,-1,-1,True,7,7,56,4,1,1,100,87,0,0,44,0,0,0,0,86,WL8.jpg,,
Tjappies FC,LA PIRATERIE,90:00,4,1,False,9,6,62,8,0,2,66,87,2,1,38,13,1,2,50,81,FIFA 21 FUT Champions (In Menus)_69.jpg,,
Tomasik POL,Tjappies FC,21.50,-1,523,False,0,0,40,2,1,0,0,76,3,3,60,1,0,2,100,84,WL9.jpg,,
Tjappies FC,la Capa,90:00,3,1,False,6,5,53,4,3,1,83,85,9,6,47,15,0,2,66,83,FIFA 21 FUT Champions (In Menus)_55.jpg,,
Tjappies FC,FC Currywurst,90:00,4,3,False,7,5,52,9,1,1,71,85,7,6,48,9,0,1,85,90,FIFA 21 FUT Champions (In Menus)_41.jpg,,
L2 SPAM,Tjappies FC,33:15,-1,-1,True,0,0,47,2,0,0,0,85,3,2,53,3,0,1,66,92,WL61.jpg,,
Medway Dons,Tjappies FC,45.00,-1,-1,True,5,4,42,10,1,0,80,79,7,6,58,7,2,0,85,85,WL75.jpg,,
AS RAJIONEVOLI,Tjappies FC,53.29,-1,431,False,1,1,39,1,2,1,100,81,7,4,61,6,0,2,57,85,WL-12.jpg,,
Tjappies FC,fc JakeLaNutria,45.00,-1,4,False,4,4,51,5,1,0,100,87,0,0,49,4,2,0,0,87,WL160.jpg,,
MOL Xl,Tjappies FC,34.27,-1,-1,True,2,1,49,5,0,1,50,82,4,3,51,5,0,1,75,84,WL174.jpg,,
FateBriinger57,Tjappies FC,120:00,-1,3,False,4,4,54,9,0,0,100,92,5,5,46,13,2,0,100,92,WL148.jpg,0.0,0.0
Conzies Angels,Tjappies FC,120:00,-1,2,False,7,4,42,31,4,0,57,76,7,4,58,16,1,1,57,85,WL216.jpg,0.0,0.0
ILikeUrTeamg,FCT x BVB,83:08,-1,-1,True,5,4,50,7,1,3,80,85,9,8,50,10,0,0,88,90,10-11-2020_16-35-36-0ag1a4hv.png,,
